operation, active cores, active slots, seconds, nanoseconds, bytes, iterations, slot sizes
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 987779, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 985939, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 986629, 131072, 8192, 1024
write, 0, 1, 0, 971088, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 986388, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 985508, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 990659, 131072, 8192, 1024
write, 0, 1, 0, 971087, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 987639, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 972328, 131072, 8192, 1024
write, 0, 1, 0, 971087, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971767, 131072, 8192, 1024
write, 0, 1, 0, 971087, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 986518, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971118, 131072, 8192, 1024
write, 0, 1, 0, 986488, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 986369, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 986429, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971098, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 986469, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 986299, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 971107, 131072, 8192, 1024
write, 0, 1, 0, 990659, 131072, 8192, 1024
write, 0, 1, 0, 971047, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 987489, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971118, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 971117, 131072, 8192, 1024
write, 0, 1, 0, 973167, 131072, 8192, 1024
write, 0, 1, 0, 971087, 131072, 8192, 1024
write, 0, 1, 0, 971118, 131072, 8192, 1024
write, 0, 1, 0, 971087, 131072, 8192, 1024
write, 0, 1, 0, 990629, 131072, 8192, 1024
write, 0, 1, 0, 971077, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 987988, 131072, 8192, 1024
write, 0, 1, 0, 971097, 131072, 8192, 1024
write, 0, 1, 0, 971127, 131072, 8192, 1024
write, 0, 1, 0, 971108, 131072, 8192, 1024
write, 0, 2, 0, 1509161, 131072, 8192, 1024
write, 0, 2, 0, 1482199, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1479218, 131072, 8192, 1024
write, 0, 2, 0, 1478398, 131072, 8192, 1024
write, 0, 2, 0, 1475778, 131072, 8192, 1024
write, 0, 2, 0, 1452426, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1479548, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452415, 131072, 8192, 1024
write, 0, 2, 0, 1480958, 131072, 8192, 1024
write, 0, 2, 0, 1452415, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1477838, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1479458, 131072, 8192, 1024
write, 0, 2, 0, 1452415, 131072, 8192, 1024
write, 0, 2, 0, 1452435, 131072, 8192, 1024
write, 0, 2, 0, 1478268, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1477838, 131072, 8192, 1024
write, 0, 2, 0, 1452446, 131072, 8192, 1024
write, 0, 2, 0, 1478178, 131072, 8192, 1024
write, 0, 2, 0, 1452435, 131072, 8192, 1024
write, 0, 2, 0, 1452446, 131072, 8192, 1024
write, 0, 2, 0, 1477918, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1477898, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478078, 131072, 8192, 1024
write, 0, 2, 0, 1452416, 131072, 8192, 1024
write, 0, 2, 0, 1478098, 131072, 8192, 1024
write, 0, 2, 0, 1452415, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1479118, 131072, 8192, 1024
write, 0, 2, 0, 1452416, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1479098, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478197, 131072, 8192, 1024
write, 0, 2, 0, 1452405, 131072, 8192, 1024
write, 0, 2, 0, 1477628, 131072, 8192, 1024
write, 0, 2, 0, 1452426, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478238, 131072, 8192, 1024
write, 0, 2, 0, 1452436, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478018, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452435, 131072, 8192, 1024
write, 0, 2, 0, 1477227, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1478118, 131072, 8192, 1024
write, 0, 2, 0, 1452436, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478058, 131072, 8192, 1024
write, 0, 2, 0, 1452426, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1477958, 131072, 8192, 1024
write, 0, 2, 0, 1452415, 131072, 8192, 1024
write, 0, 2, 0, 1477568, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1475868, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478088, 131072, 8192, 1024
write, 0, 2, 0, 1477738, 131072, 8192, 1024
write, 0, 2, 0, 1452436, 131072, 8192, 1024
write, 0, 2, 0, 1478728, 131072, 8192, 1024
write, 0, 2, 0, 1452405, 131072, 8192, 1024
write, 0, 2, 0, 1478238, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1478117, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452446, 131072, 8192, 1024
write, 0, 2, 0, 1477938, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1452426, 131072, 8192, 1024
write, 0, 2, 0, 1477878, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1477967, 131072, 8192, 1024
write, 0, 2, 0, 1452566, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1480228, 131072, 8192, 1024
write, 0, 2, 0, 1452435, 131072, 8192, 1024
write, 0, 2, 0, 1452446, 131072, 8192, 1024
write, 0, 2, 0, 1478558, 131072, 8192, 1024
write, 0, 2, 0, 1452425, 131072, 8192, 1024
write, 0, 2, 0, 1479468, 131072, 8192, 1024
write, 0, 2, 0, 1452445, 131072, 8192, 1024
write, 0, 2, 0, 1452446, 131072, 8192, 1024
write, 0, 2, 0, 1478488, 131072, 8192, 1024
write, 0, 3, 0, 2010791, 131072, 8192, 1024
write, 0, 3, 0, 2176158, 131072, 8192, 1024
write, 0, 3, 0, 1933744, 131072, 8192, 1024
write, 0, 3, 0, 1971767, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1934464, 131072, 8192, 1024
write, 0, 3, 0, 1933773, 131072, 8192, 1024
write, 0, 3, 0, 1970118, 131072, 8192, 1024
write, 0, 3, 0, 1933773, 131072, 8192, 1024
write, 0, 3, 0, 1969217, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1970907, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969947, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969287, 131072, 8192, 1024
write, 0, 3, 0, 1933783, 131072, 8192, 1024
write, 0, 3, 0, 1973778, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1970657, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969817, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1971777, 131072, 8192, 1024
write, 0, 3, 0, 1973767, 131072, 8192, 1024
write, 0, 3, 0, 1970997, 131072, 8192, 1024
write, 0, 3, 0, 1933773, 131072, 8192, 1024
write, 0, 3, 0, 1934153, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1970787, 131072, 8192, 1024
write, 0, 3, 0, 1933743, 131072, 8192, 1024
write, 0, 3, 0, 1969647, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1969397, 131072, 8192, 1024
write, 0, 3, 0, 1933764, 131072, 8192, 1024
write, 0, 3, 0, 1969767, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1967967, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969717, 131072, 8192, 1024
write, 0, 3, 0, 1933773, 131072, 8192, 1024
write, 0, 3, 0, 1969707, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969607, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1933774, 131072, 8192, 1024
write, 0, 3, 0, 1969507, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1969477, 131072, 8192, 1024
write, 0, 3, 0, 1933764, 131072, 8192, 1024
write, 0, 3, 0, 2008911, 131072, 8192, 1024
write, 0, 3, 0, 1933774, 131072, 8192, 1024
write, 0, 3, 0, 1971947, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1969777, 131072, 8192, 1024
write, 0, 3, 0, 1933754, 131072, 8192, 1024
write, 0, 3, 0, 1969557, 131072, 8192, 1024
write, 0, 3, 0, 1933764, 131072, 8192, 1024
write, 0, 3, 0, 1969527, 131072, 8192, 1024
write, 0, 3, 0, 1933783, 131072, 8192, 1024
write, 0, 3, 0, 1969537, 131072, 8192, 1024
write, 0, 3, 0, 1933743, 131072, 8192, 1024
write, 0, 3, 0, 1969587, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969386, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1969487, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1966937, 131072, 8192, 1024
write, 0, 3, 0, 1933744, 131072, 8192, 1024
write, 0, 3, 0, 1973747, 131072, 8192, 1024
write, 0, 3, 0, 1933743, 131072, 8192, 1024
write, 0, 3, 0, 1970347, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1969667, 131072, 8192, 1024
write, 0, 3, 0, 1973477, 131072, 8192, 1024
write, 0, 3, 0, 2011461, 131072, 8192, 1024
write, 0, 3, 0, 1933773, 131072, 8192, 1024
write, 0, 3, 0, 1935464, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1969687, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1969257, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1969747, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1934724, 131072, 8192, 1024
write, 0, 3, 0, 1933764, 131072, 8192, 1024
write, 0, 3, 0, 1969527, 131072, 8192, 1024
write, 0, 3, 0, 1933913, 131072, 8192, 1024
write, 0, 3, 0, 1970807, 131072, 8192, 1024
write, 0, 3, 0, 1933753, 131072, 8192, 1024
write, 0, 3, 0, 1933773, 131072, 8192, 1024
write, 0, 3, 0, 1970477, 131072, 8192, 1024
write, 0, 3, 0, 1933743, 131072, 8192, 1024
write, 0, 3, 0, 1969627, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1969597, 131072, 8192, 1024
write, 0, 3, 0, 1933763, 131072, 8192, 1024
write, 0, 3, 0, 1969567, 131072, 8192, 1024
write, 1, 1, 0, 1007791, 131072, 8192, 1024
write, 1, 1, 0, 988389, 131072, 8192, 1024
write, 1, 1, 0, 1127303, 131072, 8192, 1024
write, 1, 1, 0, 971047, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 989509, 131072, 8192, 1024
write, 1, 1, 0, 971067, 131072, 8192, 1024
write, 1, 1, 0, 971087, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 987319, 131072, 8192, 1024
write, 1, 1, 0, 971128, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 986609, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971118, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 986479, 131072, 8192, 1024
write, 1, 1, 0, 971087, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 985989, 131072, 8192, 1024
write, 1, 1, 0, 971087, 131072, 8192, 1024
write, 1, 1, 0, 988638, 131072, 8192, 1024
write, 1, 1, 0, 971087, 131072, 8192, 1024
write, 1, 1, 0, 987309, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 986339, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 983839, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971127, 131072, 8192, 1024
write, 1, 1, 0, 985689, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 987109, 131072, 8192, 1024
write, 1, 1, 0, 971088, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 986348, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 985778, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971118, 131072, 8192, 1024
write, 1, 1, 0, 985988, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971108, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971057, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971118, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 985749, 131072, 8192, 1024
write, 1, 1, 0, 971077, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 985769, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 985709, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 988609, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 986288, 131072, 8192, 1024
write, 1, 1, 0, 971087, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971118, 131072, 8192, 1024
write, 1, 1, 0, 985848, 131072, 8192, 1024
write, 1, 1, 0, 971077, 131072, 8192, 1024
write, 1, 1, 0, 971097, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 985548, 131072, 8192, 1024
write, 1, 1, 0, 971077, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 987929, 131072, 8192, 1024
write, 1, 1, 0, 971067, 131072, 8192, 1024
write, 1, 1, 0, 971087, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 986219, 131072, 8192, 1024
write, 1, 1, 0, 971107, 131072, 8192, 1024
write, 1, 1, 0, 971117, 131072, 8192, 1024
write, 1, 1, 0, 971127, 131072, 8192, 1024
write, 1, 1, 0, 973067, 131072, 8192, 1024
write, 1, 2, 0, 1538473, 131072, 8192, 1024
write, 1, 2, 0, 1636954, 131072, 8192, 1024
write, 1, 2, 0, 1452425, 131072, 8192, 1024
write, 1, 2, 0, 1478608, 131072, 8192, 1024
write, 1, 2, 0, 1452385, 131072, 8192, 1024
